bound,length,time(ms),swaps,jumps,partsSorted?,array
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616233
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 616234
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 616235
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616236
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 616241
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616242
6.0, 6.0, 0.0019, 4.0, 19.0, product, 616243
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616244
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 616245
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616246
6.0, 6.0, 4.0E-4, 4.0, 14.0, product, 616251
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616252
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616253
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 616254
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616255
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616256
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 616261
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616262
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616263
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616264
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616265
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 616266
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616311
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 616312
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616313
6.0, 6.0, 6.0E-4, 3.0, 19.0, product, 616314
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616315
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 616316
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616321
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616322
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616323
6.0, 6.0, 1.0E-4, 4.0, 19.0, product, 616324
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616325
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616326
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616331
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616332
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616333
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616334
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616335
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616336
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 616341
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 616342
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616343
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616344
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 616345
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616346
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 616351
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 616352
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616353
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616354
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616355
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616356
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616361
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616362
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616363
6.0, 6.0, 1.0E-4, 3.0, 19.0, product, 616364
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616365
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 616366
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 616411
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616412
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616413
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616414
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616415
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 616416
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616421
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616422
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616423
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616424
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616425
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616426
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616431
6.0, 6.0, 1.0E-4, 4.0, 19.0, product, 616432
6.0, 6.0, 1.0E-4, 3.0, 19.0, product, 616433
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616434
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616435
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616436
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616441
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616442
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616443
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616444
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616445
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616446
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 616451
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 616452
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 616453
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616454
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616455
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616456
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616461
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616462
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616463
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616464
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616465
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 616466
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616511
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616512
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616513
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 616514
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616515
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 616516
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616521
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616522
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616523
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616524
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616525
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616526
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616531
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616532
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616533
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616534
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616535
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616536
6.0, 6.0, 1.0E-4, 3.0, 14.0, product, 616541
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616542
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616543
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616544
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616545
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616546
6.0, 6.0, 1.0E-4, 3.0, 14.0, product, 616551
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616552
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616553
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616554
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616555
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 616556
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616561
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616562
6.0, 6.0, 1.0E-4, 4.0, 19.0, product, 616563
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616564
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616565
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 616566
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616611
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616612
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616613
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 616614
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 616615
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 616616
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616621
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616622
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616623
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616624
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616625
6.0, 6.0, 7.0E-4, 2.0, 19.0, product, 616626
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616631
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616632
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 616633
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616634
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616635
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 616636
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 616641
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616642
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616643
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616644
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616645
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 616646
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 616651
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616652
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 616653
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 616654
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616655
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 616656
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 616661
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 616662
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 616663
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 616664
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 616665
6.0, 6.0, 3.0E-4, 1.0, 19.0, product, 616666
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621111
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621112
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621113
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621114
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621115
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 621116
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621121
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621122
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621123
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621124
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621125
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621126
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621131
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621132
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621133
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621134
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 621135
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 621136
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621141
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621142
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621143
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621144
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 621145
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621146
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621151
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621152
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621153
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621154
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621155
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621156
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621161
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621162
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621163
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621164
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621165
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 621166
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621211
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 621212
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621213
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621214
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621215
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 621216
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621221
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 621222
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621223
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621224
6.0, 6.0, 7.0E-4, 3.0, 19.0, product, 621225
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 621226
6.0, 6.0, 3.0E-4, 6.0, 19.0, product, 621231
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621232
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621233
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621234
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621235
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621236
6.0, 6.0, 2.0E-4, 6.0, 19.0, product, 621241
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621242
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621243
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621244
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621245
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 621246
6.0, 6.0, 4.0E-4, 6.0, 19.0, product, 621251
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 621252
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621253
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621254
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621255
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621256
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 621261
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621262
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 621263
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621264
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 621265
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 621266
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621311
6.0, 6.0, 5.0E-4, 4.0, 19.0, product, 621312
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621313
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621314
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621315
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 621316
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621321
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621322
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621323
6.0, 6.0, 6.0E-4, 3.0, 19.0, product, 621324
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 621325
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 621326
6.0, 6.0, 6.0E-4, 6.0, 19.0, product, 621331
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621332
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621333
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621334
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621335
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 621336
6.0, 6.0, 3.0E-4, 7.0, 19.0, product, 621341
6.0, 6.0, 3.0E-4, 6.0, 19.0, product, 621342
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621343
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621344
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621345
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 621346
6.0, 6.0, 2.0E-4, 7.0, 19.0, product, 621351
6.0, 6.0, 1.0E-4, 6.0, 19.0, product, 621352
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621353
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621354
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621355
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 621356
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621361
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621362
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 621363
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621364
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 621365
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 621366
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621411
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 621412
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621413
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621414
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621415
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 621416
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 621421
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621422
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621423
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621424
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621425
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 621426
6.0, 6.0, 3.0E-4, 6.0, 19.0, product, 621431
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 621432
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621433
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621434
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621435
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 621436
6.0, 6.0, 3.0E-4, 6.0, 19.0, product, 621441
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621442
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 621443
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621444
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621445
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 621446
6.0, 6.0, 4.0E-4, 7.0, 19.0, product, 621451
6.0, 6.0, 2.0E-4, 6.0, 19.0, product, 621452
6.0, 6.0, 3.0E-4, 6.0, 19.0, product, 621453
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621454
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621455
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621456
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 621461
6.0, 6.0, 8.0E-4, 4.0, 19.0, product, 621462
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 621463
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 621464
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 621465
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 621466
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621511
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621512
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621513
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621514
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621515
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 621516
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621521
6.0, 6.0, 7.0E-4, 4.0, 19.0, product, 621522
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621523
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621524
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 621525
6.0, 6.0, 7.0E-4, 2.0, 14.0, product, 621526
6.0, 6.0, 3.0E-4, 6.0, 19.0, product, 621531
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621532
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621533
6.0, 6.0, 8.0E-4, 4.0, 19.0, product, 621534
6.0, 6.0, 6.0E-4, 3.0, 19.0, product, 621535
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 621536
6.0, 6.0, 4.0E-4, 6.0, 19.0, product, 621541
6.0, 6.0, 5.0E-4, 5.0, 19.0, product, 621542
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621543
6.0, 6.0, 8.0E-4, 4.0, 19.0, product, 621544
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621545
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 621546
6.0, 6.0, 4.0E-4, 6.0, 19.0, product, 621551
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 621552
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 621553
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621554
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621555
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 621556
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 621561
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 621562
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 621563
6.0, 6.0, 1.0E-4, 4.0, 19.0, product, 621564
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621565
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 621566
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621611
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621612
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621613
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621614
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621615
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 621616
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 621621
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621622
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621623
6.0, 6.0, 1.0E-4, 3.0, 14.0, product, 621624
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621625
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 621626
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621631
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621632
6.0, 6.0, 1.0E-4, 3.0, 14.0, product, 621633
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621634
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621635
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 621636
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621641
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621642
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621643
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 621644
6.0, 6.0, 6.0E-4, 3.0, 14.0, product, 621645
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 621646
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 621651
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621652
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621653
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621654
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 621655
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 621656
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 621661
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 621662
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621663
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621664
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 621665
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 621666
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 622111
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 622112
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 622113
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 622114
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 622115
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 622116
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 622121
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 622122
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 622123
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 622124
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 622125
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 622126
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 622131
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 622132
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 622133
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 622134
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 622135
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 622136
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 622141
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 622142
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 622143
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 622144
6.0, 6.0, 1.0E-4, 3.0, 19.0, product, 622145
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 622146
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 622151
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 622152
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 622153
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 622154
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 622155
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 622156
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 622161
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 622162
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 622163
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 622164
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 622165
6.0, 6.0, 1.0E-4, 1.0, 14.0, product, 622166
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 622211
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 622212
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 622213
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 622214
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 622215
